id,url,title,item_type,conference,year,abstract,paper_url,openreview_url,poster_url,slides_url,threat_pred,context_pred,techniques_pred,industries_pred,context,threat,context_alt,threat_alt,threat_disagreement_assessment,context_disagreement_assessment
1353,https://neurips.cc/virtual/2022/poster/54527,Learning to Attack Federated Learning: A Model-based Reinforcement Learning Attack Framework,Poster,NeurIPS,2022,"We propose a model-based reinforcement learning framework to derive untargeted poisoning attacks against federated learning (FL) systems. Our framework first approximates the distribution of the clients' aggregated data using model updates from the server. The learned distribution is then used to build a simulator of the FL environment, which is utilized to learn an adaptive attack policy through reinforcement learning. Our framework is capable of learning strong attacks automatically even when the server adopts a robust aggregation rule. We further derive an upper bound on the attacker's performance loss due to inaccurate distribution estimation. Experimental results on real-world datasets demonstrate that the proposed attack framework significantly outperforms state-of-the-art poisoning attacks. This indicates the importance of developing adaptive defenses for FL systems.",,https://openreview.net/forum?id=4OHRr7gmhd4,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54527.png?t=1668362006.5271556,https://neurips.cc/virtual/2022/poster/54527,Poisoning,Attack,"['Federated learning', 'Poisoning attack', 'Reinforcement learning', 'Adaptive attack', 'Distribution estimation', 'Adaptive defenses']",['none'],,,,,,
1376,https://neurips.cc/virtual/2022/poster/53121,Capturing Graphs with Hypo-Elliptic Diffusions,Poster,NeurIPS,2022,"Convolutional layers within graph neural networks operate by aggregating information about local neighbourhood structures; one common way to encode such substructures is through random walks. The distribution of these random walks evolves according to a diffusion equation defined using the graph Laplacian. We extend this approach by leveraging classic mathematical results about hypo-elliptic diffusions. This results in a novel tensor-valued graph operator, which we call the hypo-elliptic graph Laplacian. We provide theoretical guarantees and efficient low-rank approximation algorithms. In particular, this gives a structured approach to capture long-range dependencies on graphs that is robust to pooling. Besides the attractive theoretical properties, our experiments show that this method competes with graph transformers on datasets requiring long-range reasoning but scales only linearly in the number of edges as opposed to quadratically in nodes.",,https://openreview.net/forum?id=KtDdr1zUE_1,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53121.png?t=1669601276.0831757,https://neurips.cc/virtual/2022/poster/53121,Not relevant,Not relevant,"['graph neural networks', 'random walks', 'diffusion equation', 'graph Laplacian', 'hypo-elliptic diffusions', 'tensor-valued graph operator', 'low-rank approximation algorithms', 'long-range dependencies', 'pooling', 'graph transformers']",[],,,,,,
1385,https://neurips.cc/virtual/2022/poster/53700,Cooperative Distribution Alignment via JSD Upper Bound,Poster,NeurIPS,2022,"Unsupervised distribution alignment estimates a transformation that maps two or more source distributions to a shared aligned distribution given only samples from each distribution. This task has many applications including generative modeling, unsupervised domain adaptation, and socially aware learning. Most prior works use adversarial learning (i.e., min-max optimization), which can be challenging to optimize and evaluate. A few recent works explore non-adversarial flow-based (i.e., invertible) approaches, but they lack a unified perspective and are limited in efficiently aligning multiple distributions. Therefore, we propose to unify and generalize previous flow-based approaches under a single non-adversarial framework, which we prove is equivalent to minimizing an upper bound on the Jensen-Shannon Divergence (JSD). Importantly, our problem reduces to a min-min, i.e., cooperative, problem and can provide a natural evaluation metric for unsupervised distribution alignment. We show empirical results on both simulated and real-world datasets to demonstrate the benefits of our approach. Code is available at https://github.com/inouye-lab/alignment-upper-bound.",,https://openreview.net/forum?id=X82LFUs6g5Z,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53700.png?t=1669411472.2517133,https://neurips.cc/virtual/2022/poster/53700,Not relevant,Other aspects,"['unsupervised distribution alignment', 'generative modeling', 'unsupervised domain adaptation', 'socially aware learning', 'flow-based approaches', 'Jensen-Shannon Divergence (JSD)', 'min-min optimization', 'cooperative problem']",['None'],,,,,,
1400,https://neurips.cc/virtual/2022/poster/53341,Improved techniques for deterministic l2 robustness,Poster,NeurIPS,2022,"Training convolutional neural networks (CNNs) with a strict 1-Lipschitz constraint under the l2 norm is useful for adversarial robustness, interpretable gradients and stable training. 1-Lipschitz CNNs are usually designed by enforcing each layer to have an orthogonal Jacobian matrix (for all inputs) to prevent the gradients from vanishing during backpropagation. However, their performance often significantly lags behind that of heuristic methods to enforce Lipschitz constraints where the resulting CNN is not 	extit{provably} 1-Lipschitz. In this work, we reduce this gap by introducing (a) a procedure to certify robustness of 1-Lipschitz CNNs by replacing the last linear layer with a 1-hidden layer MLP that significantly improves their performance for both standard and provably robust accuracy, (b) a method to significantly reduce the training time per epoch for Skew Orthogonal Convolution (SOC) layers (>30\% reduction for deeper networks) and (c) a class of pooling layers using the mathematical property that the l2 distance of an input to a manifold is 1-Lipschitz. Using these methods, we significantly advance the state-of-the-art for standard and provable robust accuracies on CIFAR-10 (gains of +1.79% and +3.82%) and similarly on CIFAR-100 (+3.78% and +4.75%) across all networks",,https://openreview.net/forum?id=ftKnhsDquqr,https://neurips.cc/virtual/2022/poster/53341,https://neurips.cc/virtual/2022/poster/53341,Robustness,Defence,"['Adversarial robustness', 'Convolutional neural networks', 'Lipschitz constraint', 'Orthogonal Jacobian matrix', 'Gradients', 'Backpropagation', 'Performance', 'Heuristic methods', 'Certify robustness', 'MLP', 'Accuracy', 'Skew Orthogonal Convolution', 'Training time', 'Pooling layers', 'L2 distance', 'Manifold', 'CIFAR-10', 'CIFAR-100']",[],,,,,,
1402,https://neurips.cc/virtual/2022/poster/55271,Inverse Game Theory for Stackelberg Games: the Blessing of Bounded Rationality,Poster,NeurIPS,2022,"Optimizing strategic decisions (a.k.a. computing equilibrium) is key to the success of many non-cooperative multi-agent applications. However, in many real-world situations, we may face the exact opposite of this game-theoretic problem --- instead of prescribing equilibrium of a given game, we may directly observe the agents' equilibrium behaviors but want to infer the underlying parameters of an unknown game. This research question, also known as inverse game theory, has been studied in multiple recent works in the context of Stackelberg games. Unfortunately, existing works exhibit quite negative results, showing statistical hardness and computational hardness, assuming follower's perfectly rational behaviors. Our work relaxes the perfect rationality agent assumption to the classic quantal response model, a more realistic behavior model of bounded rationality. Interestingly, we show that the smooth property brought by such bounded rationality model actually leads to provably more efficient learning of the follower utility parameters in general Stackelberg games. Systematic empirical experiments on synthesized games confirm our theoretical results and further suggest its robustness beyond the strict quantal response model.",,https://openreview.net/forum?id=ymAsTHhrnGm,https://neurips.cc/virtual/2022/poster/55271,https://neurips.cc/virtual/2022/poster/55271,Other attack,Defence,"['Inverse game theory', 'Stackelberg games', 'Bounded rationality', 'Equilibrium', 'Multi-agent', 'Quantal response model', 'Robustness']",,,,,,,
1404,https://neurips.cc/virtual/2022/poster/53456,Revisiting Active Sets for Gaussian Process Decoders,Poster,NeurIPS,2022,"Decoders built on Gaussian processes (GPs) are enticing due to the marginalisation over the non-linear function space. Such models (also known as GP-LVMs) are often expensive and notoriously difficult to train in practice, but can be scaled using variational inference and inducing points. In this paper, we revisit active set approximations. We develop a new stochastic estimate of the log-marginal likelihood based on recently discovered links to cross-validation, and we propose a computationally efficient approximation thereof. We demonstrate that the resulting stochastic active sets (SAS) approximation significantly improves the robustness of GP decoder training, while reducing computational cost. The SAS-GP obtains more structure in the latent space, scales to many datapoints, and learns better representations than variational autoencoders, which is rarely the case for GP decoders.",,https://openreview.net/forum?id=rAVqc7KSGDa,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/a2790947391a51d18dc235eea344d981.png?t=1666447191.6738708,https://neurips.cc/virtual/2022/poster/53456,Not relevant,Defence,"['Active sets', 'Gaussian processes', 'Decoders', 'Variational inference', 'Inducing points', 'Stochastic estimate', 'Log-marginal likelihood', 'Cross-validation']",,,,,,,
1408,https://neurips.cc/virtual/2022/poster/54294,FedPop: A Bayesian Approach for Personalised Federated Learning,Poster,NeurIPS,2022,"Personalised federated learning (FL) approaches aim at collaboratively learning a machine learning model taylored for each client. Albeit promising advances have been made in this direction, most of existing personalised FL works do not allow for uncertainty quantification which is crucial in many applications. In addition, personalisation in the cross-device setting still involves important issues, especially for new clients or those having small data sets. This paper aims at filling this gap. To this end, we propose a novel methodology coined FedPop by recasting personalised FL into the population modeling paradigm where clients' models involve fixed common population parameters and random individual ones, aiming at explaining data heterogeneity. To derive convergence guarantees for our scheme, we introduce a new class of federated stochastic optimisation algorithms which relies on Markov chain Monte Carlo methods. Compared to existing personalised FL methods, the proposed methodology has important benefits: it is robust to client drift, practical for inference on new clients, and above all, enables uncertainty quantification under mild computational and memory overheads. We provide non-asymptotic convergence guarantees for the proposed algorithms and illustrate their performances on various personalised federated learning tasks.",,https://openreview.net/forum?id=KETwimTQexH,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54294.png?t=1669406983.094083,https://neurips.cc/virtual/2022/poster/54294,Not relevant,Defence,"['Federated Learning', 'Bayesian Approach', 'Personalised', 'Uncertainty Quantification', 'Population Modeling', 'Markov Chain Monte Carlo Methods', 'Client Drift', 'Inference']",['Machine learning'],,,,,,
1427,https://neurips.cc/virtual/2022/poster/55301,Dataset Inference for Self-Supervised Models,Poster,NeurIPS,2022,"Self-supervised models are increasingly prevalent in machine learning (ML) since they reduce the need for expensively labeled data. Because of their versatility in downstream applications, they are increasingly used as a service exposed via public APIs. At the same time, these encoder models are particularly vulnerable to model stealing attacks due to the high dimensionality of vector representations they output. Yet, encoders remain undefended: existing mitigation strategies for stealing attacks focus on supervised learning. We introduce a new dataset inference defense, which uses the private training set of the victim encoder model to attribute its ownership in the event of stealing. The intuition is that the log-likelihood of an encoder's output representations is higher on the victim's training data than on test data if it is stolen from the victim, but not if it is independently trained. We compute this log-likelihood using density estimation models. As part of our evaluation, we also propose measuring the fidelity of stolen encoders and quantifying the effectiveness of the theft detection without involving downstream tasks; instead, we leverage mutual information and distance measurements. Our extensive empirical results in the vision domain demonstrate that dataset inference is a promising direction for defending self-supervised models against model stealing.",,https://openreview.net/forum?id=CCBJf9xJo2X,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/51ef186e18dc00c2d31982567235c559.png?t=1666294804.8355207,https://neurips.cc/virtual/2022/poster/55301,Model Extraction,Defence,"['Self-supervised models', 'Machine learning', 'Model stealing attack', 'Encoder', 'Mitigation strategies', 'Density estimation models', 'Theft detection', 'Mutual information', 'Distance measurements', 'Vision domain']",['vision'],Defence,Model Extraction,,,,
1430,https://neurips.cc/virtual/2022/poster/56084,[Re] Exacerbating Algorithmic Bias through Fairness Attacks,Poster,NeurIPS,2022,"The presented study evaluates ''Exacerbating Algorithmic Bias through Fairness Attacks'' by Mehrabi et al. (2021) within the scope of the ML Reproducibility Challenge 2021. We find it not possible to reproduce the original results from sole use of the paper, and difficult even in possession of the provided codebase. Yet, we managed to obtain similar findings that supported three out of the five main claims of the publication, albeit using partial re-implementations and numerous assumptions. On top of the reproducibility study, we also extend the work of the authors by implementing a different stopping method, which changes the effectiveness of the proposed attacks.",https://doi.org/10.5281/zenodo.6574669,,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/56084.png?t=1669032290.7711475,https://neurips.cc/media/neurips-2022/Slides/56084.pdf,Other attack,Attack,"['Algorithmic Bias', 'Fairness Attacks', 'ML Reproducibility Challenge', 'reproduce results', 're-implementations', 'stopping method', 'attack effectiveness']",['None'],,,,,,
1434,https://neurips.cc/virtual/2022/poster/54849,BagFlip: A Certified Defense Against Data Poisoning,Poster,NeurIPS,2022,"Machine learning models are vulnerable to data-poisoning attacks, in which an attacker maliciously modifies the training set to change the prediction of a learned model. In a trigger-less attack, the attacker can modify the training set but not the test inputs, while in a backdoor attack the attacker can also modify test inputs. Existing model-agnostic defense approaches either cannot handle backdoor attacks or do not provide effective certificates (i.e., a proof of a defense). We present BagFlip, a model-agnostic certified approach that can effectively defend against both trigger-less and backdoor attacks. We evaluate BagFlip on image classification and malware detection datasets. BagFlip is equal to or more effective than the state-of-the-art approaches for trigger-less attacks and more effective than the state-of-the-art approaches for backdoor attacks.",,https://openreview.net/forum?id=ZidkM5b92G,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54849.png?t=1668446124.7749634,https://neurips.cc/virtual/2022/poster/54849,Poisoning,Defence,"['data-poisoning attacks', 'trigger-less attack', 'backdoor attack', 'model-agnostic defense', 'certified approach', 'image classification', 'malware detection']",Not clear,,,,,,
1442,https://neurips.cc/virtual/2022/poster/53130,Overparameterization from Computational Constraints,Poster,NeurIPS,2022,"Overparameterized models with millions of parameters have been hugely successful. In this work, we ask:  can the need for large models be, at least in part, due to the \emph{computational} limitations of the learner? Additionally, we ask, is this situation exacerbated for \emph{robust} learning? We show that this indeed could be the case. We show learning tasks for which computationally bounded learners need \emph{significantly more} model parameters than what information-theoretic learners need. Furthermore, we show that even more model parameters could be necessary for robust learning. In particular, for computationally bounded learners, we extend the recent result of Bubeck and Sellke [NeurIPS'2021] which shows that robust models might need more parameters, to the computational regime and show that bounded learners could provably need an even larger number of parameters. Then, we address the following related question: can we hope to remedy the situation for robust computationally bounded learning by restricting \emph{adversaries} to also be computationally bounded for sake of obtaining models with fewer parameters? Here again, we show that this could be possible. Specifically, building on the work of Garg, Jha, Mahloujifar, and Mahmoody [ALT'2020], we demonstrate a learning task that can be learned efficiently and robustly against a computationally bounded attacker, while to be robust against an information-theoretic attacker requires the learner to utilize significantly more parameters.",,https://openreview.net/forum?id=7uIGl1AB_M_,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53130.png?t=1669527414.9600084,https://neurips.cc/virtual/2022/poster/53130,Robustness,Defence,"['Overparameterization', 'Computational Constraints', 'Robust learning', 'Information-theoretic learners', 'Bounded learners', 'Adversaries', 'Learning task']",,,,,,,
1443,https://neurips.cc/virtual/2022/poster/56095,[Re] Transparent Object Tracking Benchmark,Poster,NeurIPS,2022,"Scope of Reproducibility In the article, the authors of the Transparent Object Tracking Benchmark compare the performance of 25 state-of-the-art tracking algorithms, evaluated on the TOTB dataset, with a new proposed algorithm for tracking transparent objects called TransATOM. Authors claim that it outperforms all other state-of-the-art algorithms. They highlight the effectiveness and advantage of transparency feature for transparent object tracking. They also do a qualitative evaluation of each tracking algorithm on various typical challenges such as rotation, scale variation etc.
Methodology In addition to the TransAtom tracker, we chose ten, best performing on TOTB dataset, state-of-the-art tracking algorithms to evaluate on the TOTB dataset using a set of standard evaluation tools. On different sequences, we performed a qualitative evaluation of each tracking algorithm and thoroughly compared the ATOM tracker to the TransATOM tracker. We did not implement the trackers from scratch, but instead used GitHub implementations. TOTB dataset had to be integrated into some of the standard evaluation tools. We used an internal server with an Ubuntu 18.04 operating system and a TITAN X graphics card to reproduce the results.
Results The tracking performance was reproduced in terms of success, precision, and normalized precision, and the reported value is in the 95 percent confidence interval, which supports the paper's conclusion that TransATOM significantly outperforms other state-of-the-art algorithms on TOTB database. Also, it supports a claim that including a transparency feature in the tracker improves performance when tracking transparent objects. However, we refuted the claim that TransATOM well handles all challenges for robust target localization.
What was easy The evaluation of the tracking results and comparison of different trackers with each other was a simple part of the reproduction because the implementation in Matlab is very robust and works for different formats of tracker results.
What was difficult The most difficult aspect of the replication was integrating the TOTB dataset into various standard evaluation tools and running all trackers on this dataset. The reason for this is that each tool requires its own dataset format, and it was also difficult to set up so many different tracker environments. It also took a long time to run all of the trackers because some of them are quite slow and the TOTB dataset is quite large. The deprecation of different packages was also a problem for some trackers, necessitating extensive debugging.
Communication with original authors We communicated with the author via email. The author provided us with feedback that helped us reproduce the results more accurately.",https://rescience.github.io/bibliography/Trojer_2022.html,,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/9517da358c0cd7ceeceb27e06a10b8c7.png?t=1667759722.6760821,https://neurips.cc/virtual/2022/poster/56095,Not relevant,Defence,"['Transparent object tracking', 'Transparent object tracking benchmark', 'Transparent object tracking algorithm', 'Transparent object tracking dataset', 'Transparent object tracking performance', 'State-of-the-art tracking algorithms', 'TransATOM', 'Transparent object tracking evaluation', 'Transparent object tracking comparison', 'Transparent object tracking challenges', 'Transparent object tracking robust target localization']",['Computer Vision'],,,,,,
1452,https://neurips.cc/virtual/2022/poster/52876,Adversarial training for high-stakes reliability,Poster,NeurIPS,2022,"In the future, powerful AI systems may be deployed in high-stakes settings, where a single failure could be catastrophic. One technique for improving AI safety in high-stakes settings is adversarial training, which uses an adversary to generate examples to train on in order to achieve better worst-case performance.In this work, we used a safe language generation task (``avoid injuries'') as a testbed for achieving high reliability through adversarial training. We created a series of adversarial training techniques---including a tool that assists human adversaries---to find and eliminate failures in a classifier that filters text completions suggested by a generator. In our task, we determined that we can set very conservative classifier thresholds without significantly impacting the quality of the filtered outputs.  We found that adversarial training significantly increased robustness to the adversarial attacks that we trained on--- tripling the time to find adversarial examples without tools and doubling the time with our tool (from 13 to 26 minutes)---without affecting in-distribution performance.  We hope to see further work in the high-stakes reliability setting, including more powerful tools for enhancing human adversaries and better ways to measure high levels of reliability, until we can confidently rule out the possibility of catastrophic deployment-time failures of powerful models.",,https://openreview.net/forum?id=NtJyGXo0nF,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/2f3680790ac607007e3443a317871dd5.png?t=1667283757.4115686,https://neurips.cc/media/neurips-2022/Slides/52876.pdf,Evasion,Defence,"['Adversarial training', 'high-stakes reliability', 'AI safety', 'AI systems', 'catastrophic', 'safe language generation task', 'avoid injuries', 'testbed', 'classifier', 'filters text completions', 'generator', 'conservative classifier thresholds', 'robustness', 'adversarial attacks', 'tools', 'measure high levels of reliability']",['None'],,,,,,
1459,https://neurips.cc/virtual/2022/poster/54738,SInGE: Sparsity via Integrated Gradients Estimation of Neuron Relevance,Poster,NeurIPS,2022,"The leap in performance in state-of-the-art computer vision methods is attributed to the development of deep neural networks. However it often comes at a computational price which may hinder their deployment. To alleviate this limitation, structured pruning is a well known technique which consists in removing channels, neurons or filters, and is commonly applied in order to produce more compact models. In most cases, the computations to remove are selected based on a relative importance criterion. At the same time, the need for explainable predictive models has risen tremendously and motivated the development of robust attribution methods that highlight the relative importance of pixels of an input image or feature map. In this work, we discuss the limitations of existing pruning heuristics, among which magnitude and gradient-based methods. We draw inspiration from attribution methods to design a novel integrated gradient pruning criterion, in which the relevance of each neuron is defined as the integral of the gradient variation on a path towards this neuron removal. Furthermore, We propose an entwined DNN pruning and fine-tuning flowchart to better preserve DNN accuracy while removing parameters. We show through extensive validation on several datasets, architectures as well as pruning scenarios that the proposed method, dubbed SInGE, significantly outperforms existing state-of-the-art DNN pruning methods.",,https://openreview.net/forum?id=oQIJsMlyaW_,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/416849da96fb73bee793e2bf65ae43ac.png?t=1667568021.7199216,https://neurips.cc/virtual/2022/poster/54738,Robustness,Defence,"['Structured pruning', 'Deep Neural Networks', 'Explainable predictive models', 'Attribution methods', 'Integrated gradient pruning criterion', 'Neuron relevance', 'DNN pruning', 'Fine-tuning flowchart', 'DNN accuracy']",['Computer Vision'],,,,,,
1463,https://neurips.cc/virtual/2022/poster/55342,Towards Robust Blind Face Restoration with Codebook Lookup Transformer,Poster,NeurIPS,2022,"Blind face restoration is a highly ill-posed problem that often requires auxiliary guidance to 1) improve the mapping from degraded inputs to desired outputs, or 2) complement high-quality details lost in the inputs. In this paper, we demonstrate that a learned discrete codebook prior in a small proxy space largely reduces the uncertainty and ambiguity of restoration mapping by casting \textit{blind face restoration} as a \textit{code prediction} task, while providing rich visual atoms for generating high-quality faces. Under this paradigm, we propose a Transformer-based prediction network, named \textit{CodeFormer}, to model the global composition and context of the low-quality faces for code prediction, enabling the discovery of natural faces that closely approximate the target faces even when the inputs are severely degraded. To enhance the adaptiveness for different degradation, we also propose a controllable feature transformation module that allows a flexible trade-off between fidelity and quality. Thanks to the expressive codebook prior and global modeling, \textit{CodeFormer} outperforms the state of the arts in both quality and fidelity, showing superior robustness to degradation. Extensive experimental results on synthetic and real-world datasets verify the effectiveness of our method.",,https://openreview.net/forum?id=XdDl3bFUNn5,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/55342.png?t=1669794991.6542788,https://neurips.cc/virtual/2022/poster/55342,Other attack,Defence,"['Blind face restoration', 'Codebook prior', 'Transformer-based prediction network', 'Code prediction', 'Low-quality faces', 'Adaptiveness']",['Computer vision'],,,,,,
1465,https://neurips.cc/virtual/2022/poster/55162,ClimbQ: Class Imbalanced Quantization Enabling Robustness on Efficient Inferences,Poster,NeurIPS,2022,"Quantization compresses models to low bits for efficient inferences which has received increasing attentions. However, existing approaches focused on balanced datasets, while imbalanced data is pervasive in the real world. Therefore, in this study, we investigate the realistic problem, quantization on class-imbalanced data. We observe from the analytical results that quantizing imbalanced data tends to obtain a large error due to the differences between separate class distributions, which leads to a significant accuracy loss. To address this issue, we propose a novel quantization framework, Class Imbalanced Quantization (ClimbQ) that focuses on diminishing the inter-class heterogeneity for quantization error reduction. ClimbQ first scales the variance of each class distribution and then projects data through the new distributions to the same space for quantization. To guarantee the homogeneity of class variances after the ClimbQ process, we examine the quantized features and derive that the homogeneity satisfies when data size for each class is restricted (bounded). Accordingly, we design a Homogeneous Variance Loss (HomoVar Loss) which reweights the data losses of each class based on the bounded data sizes to satisfy the homogeneity of class variances. Extensive experiments on class-imbalanced and benchmark balanced datasets reveal that ClimbQ outperforms the state-of-the-art quantization techniques, especially on highly imbalanced data. ",,https://openreview.net/forum?id=F7NQzsl334D,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/46031b3d04dc90994ca317a7c55c4289.png?t=1666752828.3865807,https://neurips.cc/virtual/2022/poster/55162,Robustness,Defence,"['Quantization', 'class-imbalanced data', 'error reduction', 'inter-class heterogeneity', 'homogeneity', 'class variances', 'loss reweighting', 'efficient inferences']",,,,,,,
1482,https://neurips.cc/virtual/2022/poster/54967,Generative Neural Articulated Radiance Fields,Poster,NeurIPS,2022,"Unsupervised learning of 3D-aware generative adversarial networks (GANs) using only collections of single-view 2D photographs has very recently made much progress. These 3D GANs, however, have not been demonstrated for human bodies and the generated radiance fields of existing frameworks are not directly editable, limiting their applicability in downstream tasks. We propose a solution to these challenges by developing a 3D GAN framework that learns to generate radiance fields of human bodies or faces in a canonical pose and warp them using an explicit deformation field into a desired body pose or facial expression. Using our framework, we demonstrate the first high-quality radiance field generation results for human bodies. Moreover, we show that our deformation-aware training procedure significantly improves the quality of generated bodies or faces when editing their poses or facial expressions compared to a 3D GAN that is not trained with explicit deformations.",,https://openreview.net/forum?id=_keb_XuP5oI,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54967.png?t=1669613272.348662,https://neurips.cc/virtual/2022/poster/54967,Not relevant,Attack,"['Generative adversarial networks', '3D-aware', 'Unsupervised learning', 'Radiance fields', 'Human bodies', 'Facial expression', 'Deformation-aware training', '3D GAN', 'Downstream tasks']","['human body', 'facial expression']",,,,,,
1487,https://neurips.cc/virtual/2022/poster/53830,Distributionally Adaptive Meta Reinforcement Learning,Poster,NeurIPS,2022,"Meta-reinforcement learning algorithms provide a data-driven way to acquire policies that quickly adapt to many tasks with varying rewards or dynamics functions. However, learned meta-policies are often effective only on the exact task distribution on which they were trained and struggle in the presence of distribution shift of test-time rewards or transition dynamics. In this work, we develop a framework for meta-RL algorithms that are able to behave appropriately under test-time distribution shifts in the space of tasks. Our framework centers on an adaptive approach to distributional robustness that trains a population of meta-policies to be robust to varying levels of distribution shift. When evaluated on a potentially shifted test-time distribution of tasks, this allows us to choose the meta-policy with the most appropriate level of robustness, and use it to perform fast adaptation. We formally show how our framework allows for improved regret under distribution shift, and empirically show its efficacy on simulated robotics problems under a wide range of distribution shifts.",,https://openreview.net/forum?id=rOimdw0-sx9,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53830.png?t=1669517905.6376574,https://neurips.cc/virtual/2022/poster/53830,Robustness,Defence,"['Meta-reinforcement learning', 'Distributional robustness', 'Adaptive approach', 'Population of meta-policies', 'Test-time distribution shift', 'Regret']",Simulated robotics,,,,,,
1489,https://neurips.cc/virtual/2022/poster/54420,Robust Bayesian Regression via Hard Thresholding,Poster,NeurIPS,2022,"By combining robust regression and prior information, we develop an effective robust regression method that can resist adaptive adversarial attacks. Due to the widespread existence of noise and data corruption, it is necessary to recover the true regression parameters when a certain proportion of the response variables have been corrupted. Methods to overcome this problem often involve robust least-squares regression. However, few methods achieve good performance when dealing with severe adaptive adversarial attacks. Based on the combination of prior information and robust regression via hard thresholding, this paper proposes an algorithm that improves the breakdown point when facing adaptive adversarial attacks. Furthermore, to improve the robustness and reduce the estimation error caused by the inclusion of a prior, the idea of Bayesian reweighting is used to construct a more robust algorithm. We prove the theoretical convergence of proposed algorithms under mild conditions. Extensive experiments show that, under different dataset attacks, our algorithms achieve state-of-the-art results compared with other benchmark algorithms, demonstrating the robustness of the proposed approach.",,https://openreview.net/forum?id=krV1UM7Uw1,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/54420.png?t=1669130917.8408,https://neurips.cc/media/neurips-2022/Slides/54420.pdf,Evasion,Defence,"['Robust Bayesian Regression', 'Hard Thresholding', 'Adaptive adversarial attacks', 'Robust least-squares regression', 'Breakdown point', 'Bayesian reweighting', 'Convergence', 'Dataset attacks']",,Defence,Evasion,,,,
1510,https://neurips.cc/virtual/2022/poster/53315,RényiCL: Contrastive Representation Learning with Skew Rényi Divergence,Poster,NeurIPS,2022,"Contrastive representation learning seeks to acquire useful representations by estimating the shared information between multiple views of data. Here, the choice of data augmentation is sensitive to the quality of learned representations: as harder the data augmentations are applied, the views share more task-relevant information, but also task-irrelevant one that can hinder the generalization capability of representation. Motivated by this, we present a new robust contrastive learning scheme, coined RényiCL, which can effectively manage harder augmentations by utilizing Rényi divergence. Our method is built upon the variational lower bound of a Rényi divergence, but a naive usage of a variational method exhibits unstable training due to the large variance. To tackle this challenge, we propose a novel contrastive objective that conducts variational estimation of a skew Renyi divergence and provides a theoretical guarantee on how variational estimation of skew divergence leads to stable training.  We show that Rényi contrastive learning objectives perform innate hard negative sampling and easy positive sampling simultaneously so that it can selectively learn useful features and ignore nuisance features. Through experiments on ImageNet, we show that Rényi contrastive learning with stronger augmentations outperforms other self-supervised methods without extra regularization or computational overhead. Also, we validate our method on various domains such as graph and tabular datasets, showing empirical gain over original contrastive methods. ",,https://openreview.net/forum?id=73h4EZYtSht,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/53315.png?t=1669207934.043248,https://neurips.cc/virtual/2022/poster/53315,Not relevant,Defence,"['contrastive representation learning', 'Rényi divergence', 'variational lower bound', 'skew Renyi divergence', 'hard negative sampling', 'easy positive sampling', 'ImageNet', 'graph', 'tabular datasets']",['image classification'],,,,,,
1515,https://neurips.cc/virtual/2022/poster/55158,Sequencer: Deep LSTM for Image Classification,Poster,NeurIPS,2022,"In recent computer vision research, the advent of the Vision Transformer (ViT) has rapidly revolutionized various architectural design efforts: ViT achieved state-of-the-art image classification performance using self-attention found in natural language processing, and MLP-Mixer achieved competitive performance using simple multi-layer perceptrons. In contrast, several studies have also suggested that carefully redesigned convolutional neural networks (CNNs) can achieve advanced performance comparable to ViT without resorting to these new ideas. Against this background, there is growing interest in what inductive bias is suitable for computer vision. Here we propose Sequencer, a novel and competitive architecture alternative to ViT that provides a new perspective on these issues. Unlike ViTs, Sequencer models long-range dependencies using LSTMs rather than self-attention layers. We also propose a two-dimensional version of Sequencer module, where an LSTM is decomposed into vertical and horizontal LSTMs to enhance performance. Despite its simplicity, several experiments demonstrate that Sequencer performs impressively well: Sequencer2D-L, with 54M parameters, realizes 84.6% top-1 accuracy on only ImageNet-1K. Not only that, we show that it has good transferability and the robust resolution adaptability on double resolution-band. solution-band. Our source code is available at https://github.com/okojoalg/sequencer.",,https://openreview.net/forum?id=wlrYnGZ37Wv,https://neurips.cc/media/PosterPDFs/NeurIPS%202022/712a3c9878efeae8ff06d57432016ceb.png?t=1667502434.775794,https://neurips.cc/virtual/2022/poster/55158,Not relevant,Not relevant,"['Image classification', 'Vision Transformer', 'MLP-Mixer', 'Convolutional neural networks', 'Inductive bias', 'Computer vision', 'LSTM', 'Self-attention', 'ImageNet-1K']",['Computer vision'],,,,,,
